1/4 tests.test_0...OK
2/4 transformer.test.perf whole MiMo interleaved decode...[expert-exl3] engaged K=2.5 codebook=tiny window=12
[expert-exl3] engaged K=2.5 codebook=tiny window=12
[mimo-source] loading original shards: resident EXL3 experts, in-memory affine8 trunk and split QKV
Precomputing MoE layer weights...
Batch eval all weights: 1ms
MoE routing compiled (hy3 sigmoid variant)
[perf-model] loaded corrected EXL3 ctx=8192 kv=8 mtp=false
[dtype-trace] moe: residual in = bfloat16, first weight = uint32
[mlp] fused SwiGLU kernel engaged: n=16777216 tg=256
[moe] fused router kernel engaged: mode=sigmoid_bias E=256 K=8 tg=256
[exl3-prefill] GPU window metadata engaged experts=256 win=32
[exl3-gemm] win=32 aligned=1 nwin=512 mixed=0 n=8192
[exl3-gemm] n40 two-funnel reader engaged dtype=float16
[exl3-prefill] sorted finish/reduce engaged dtype=bfloat16
[dtype-trace] moe: residual out = bfloat16
[exl3-decode] n40 eight-weight lane reader engaged dtype=bfloat16
[perf-width] rows=1 round=0 rep=12 arm=0 ns=38097083
[perf-width] rows=1 round=0 rep=12 arm=1 ns=32607541
[perf-width] rows=1 round=0 rep=13 arm=1 ns=33252833
[perf-width] rows=1 round=0 rep=13 arm=0 ns=39596083
[perf-width] rows=1 round=0 rep=14 arm=0 ns=38248000
[perf-width] rows=1 round=0 rep=14 arm=1 ns=32618000
[perf-width] rows=1 round=0 rep=15 arm=1 ns=32641916
[perf-width] rows=1 round=0 rep=15 arm=0 ns=38172792
[perf-width] rows=1 round=0 rep=16 arm=0 ns=38191083
[perf-width] rows=1 round=0 rep=16 arm=1 ns=32795333
[perf-width] rows=1 round=0 rep=17 arm=1 ns=32725334
[perf-width] rows=1 round=0 rep=17 arm=0 ns=37694416
[perf-width] rows=1 round=0 rep=18 arm=0 ns=38150542
[perf-width] rows=1 round=0 rep=18 arm=1 ns=32867667
[perf-width] rows=1 round=0 rep=19 arm=1 ns=32786209
[perf-width] rows=1 round=0 rep=19 arm=0 ns=38296459
[perf-width] rows=1 round=0 rep=20 arm=0 ns=38103000
[perf-width] rows=1 round=0 rep=20 arm=1 ns=32675625
[perf-width] rows=1 round=1 rep=21 arm=1 ns=32853584
[perf-width] rows=1 round=1 rep=21 arm=0 ns=38303542
[perf-width] rows=1 round=1 rep=22 arm=0 ns=38330459
[perf-width] rows=1 round=1 rep=22 arm=1 ns=32575208
[perf-width] rows=1 round=1 rep=23 arm=1 ns=32539042
[perf-width] rows=1 round=1 rep=23 arm=0 ns=37986083
[perf-width] rows=1 round=1 rep=24 arm=0 ns=38010292
[perf-width] rows=1 round=1 rep=24 arm=1 ns=32484750
[perf-width] rows=1 round=1 rep=25 arm=1 ns=32540625
[perf-width] rows=1 round=1 rep=25 arm=0 ns=38457458
[perf-width] rows=1 round=1 rep=26 arm=0 ns=38247042
[perf-width] rows=1 round=1 rep=26 arm=1 ns=33019458
[perf-width] rows=1 round=1 rep=27 arm=1 ns=34999250
